track_id,artists,album_name,track_name,popularity,duration_ms,danceability,key,acousticness,liveness,tempo,track_genre
7iVG0d7QiE1S4LxsrHaHmX,Asspera,Viaje al Centro de la Verga,Chamuyos,22,242133,0.399,1,0.00212,0.207,180.117,heavy-metal
4wvrMJx6Y1Vc5ZZ2KR518W,Bruno Mars;Anderson .Paak;Silk Sonic,New RnB,Skate,0,203122,0.708,5,0.037,0.17,112.027,pop
27nWNbh3Emi36k8RxZs7JM,Orbital,20,Are We Here (Who Are They?),14,453160,0.565,0,0.0353,0.141,142.974,breakbeat
5Qf3XVlVIL9lFu8oaxHlE8,Terrence Mann;Tuck Everlasting Original Broadway Cast Ensemble,Tuck Everlasting (Original Broadway Cast Recording),Join the Parade,24,38760,0.634,0,0.482,0.237,144.938,show-tunes
0tMNyMIPit3SMwl1A5nc1x,Rupee,Tropical Vibes,Tempted to Touch,0,243133,0.878,0,0.221,0.0841,105.987,dancehall
7ddJJFmXZ3984IbVEKinp5,Secondhand Serenade,Awake,Your Call,57,222320,0.591,7,0.774,0.127,88.919,piano
6XP3Ys5lnmvjhdi0xHbyeh,Dj Vianu,Back to You,Back to You,52,235636,0.635,10,0.02,0.108,110.011,groove
6BW2J9jf7C4J4Dn5BBn2pM,Sanah Moidutty,Sreeragamo (Rendition),Sreeragamo - Rendition,44,225463,0.715,6,0.83,0.0868,95.879,indian
3agHxWiFTSPZzTgW4mgGwL,Cuco Sánchez,Serie De Coleccion 15 Autenticos,Nuestro Gran Amor,37,171506,0.444,10,0.927,0.148,96.216,guitar
6A0dySq6OsTUrCwWk0sypP,Bang!,Shooting Star EP,Shooting Star (Al Storm's HS Remix),19,311786,0.53,10,0.00208,0.0541,174.013,happy
1T6928Jai5vaFUIP7XhXhS,Simon Webbe,Sanctuary,No Worries,58,209586,0.602,0,0.0938,0.348,91.296,british
7708qrA9gHIrwuVf6QdjAH,Feid,Reggeaton Imperdible,Castigo,3,177280,0.728,8,0.0865,0.1,179.839,latino
5Yi7LVz0rVo2aYN34Hyv1U,Cream,(60's) Sixties Collected Volume 2,I Feel Free - Remastered,0,172760,0.371,9,0.137,0.15,87.975,psych-rock
56ToH3YiSMT51y1H2dygOX,Bon Iver;St. Vincent,The Twilight Saga: New Moon (Original Motion Picture Soundtrack) [Deluxe],Rosyln,53,289560,0.329,10,0.971,0.0971,159.719,indie
1tuAr9yRejguil8EMa0QQa,Oscar D'León,Big Band Classics,"New York, New York",27,197320,0.465,3,0.608,0.301,112.142,salsa
6rbkRZKovJISNCd5cZtOMP,Negritude Junior,Deixa Acontecer,Beijo Geladinho,45,186773,0.64,0,0.0472,0.13,94.989,pagode
2Oiw6YkJgH8bEVR19YDdwL,La Original Banda El Limón de Salvador Lizárraga;El Mimoso Luis Antonio López,Diamante Negro,Diamante Negro,42,206875,0.74,8,0.562,0.0456,132.998,r-n-b
7pJH3YXNRUvq0ctKirL13A,Kary Ng,My January (Deluxe Version),人非草木,48,267586,0.549,0,0.596,0.127,118.018,cantopop
0ZHg7hCAw12rUubxS4fgGU,Ryoko Hirosue,RH Singles&...〜edition de luxe〜,大スキ!,33,271653,0.719,8,0.17,0.265,101.491,techno
3ZNOHVQAzLv7FhPYxlL31d,Demeter,Dope,Dope,50,185674,0.874,11,0.202,0.0895,88.115,house
5momcZeBnYAHWzxTxVO0pq,Planet Hemp,Usuário,Fazendo a Cabeça,42,200106,0.698,4,0.00786,0.214,116.189,punk
05Z98vhPXAgQpqJALbSebN,Behemoth,Opvs Contra Natvram,Malaria Vvlgata,48,138290,0.397,2,5.93e-06,0.706,119.102,black-metal
3dy2ur3umSQRJMGMkxytxS,INXS,Hits Pop Rock 90's,Don't Lose Your Head,0,242306,0.532,5,0.00955,0.105,115.114,funk
1eGdw1BbGAYaXbgPcVIkGm,Panagiotis Margaris,"Cafe de l'Art, Vol. 1 (14 Guitar Duets Themes)",Tango en Skai - Instrumental,25,173800,0.591,9,0.982,0.0734,118.952,guitar
2RbV6HOnfgclD82BuxuKHM,Blackstreet,Blackstreet,Happy Home,22,337306,0.548,6,0.136,0.145,188.67,j-dance
67Fr1dmZgEWI5zv7sE1Ywj,Los 4;Mandy,Privilegio,Todavia Duele,29,231137,0.472,1,0.64,0.635,93.753,salsa
2SgPrP39liz9qtXK7Zq3sf,Matanza,Odiosa Natureza Humana,Odiosa Natureza Humana,39,163600,0.402,6,0.00123,0.07,181.269,punk-rock
7qsjrXn3peE4KSg9ecUnMa,Alkaline,Consistency (Through the Years),Juggernaut,0,180594,0.772,10,0.104,0.638,101.071,dancehall
1keWmyG6qyBbMagPBdgUKr,Little Symphony,Rialto Beach,Ionian,22,93125,0.0,7,0.964,0.124,0.0,guitar
0qo1JukfClmpHnUOJxpFXi,Mad Tsai,killer queen,killer queen,73,178888,0.69,3,0.0604,0.168,107.977,indie-pop
6JjPBQfI2Y8nIjnm65X6Pw,Nicky Jam;J Balvin;Maluma;Ozuna,X (feat. Maluma & Ozuna) [Remix],X (feat. Maluma & Ozuna) - Remix,68,235746,0.663,9,0.0561,0.0778,180.113,reggaeton
0e5LcankE0UyJUuCoq1uH2,Steve Miller Band,Fishing Music,The Joker,0,264503,0.596,5,0.365,0.207,83.293,hard-rock
7cflqPPi3zWfLFRRBTWeh6,Jeremy Zucker;blackbear,idle,talk is overrated,65,189800,0.776,4,0.435,0.302,138.035,electro
1PozLIF40fsrSMir6yUDTP,Brunner & Brunner,Best of the Best,Wir sind alle über 40,31,214440,0.577,11,0.00807,0.112,126.959,disco
5lNsWVHFmthAxTw3IwetrD,Mariano Barba,Exitos De Mariano Barba,Y Nos Dieron Las Diez,45,368506,0.566,2,0.779,0.0767,155.711,r-n-b
4ZSFKEQMre7LJUkUEW28oA,Wiz Khalifa,Sailor on the Moon - Hot New Rap,Bad Ass Bitches,0,118466,0.904,2,0.0305,0.615,87.037,dance
2NVrALq8HUj3Y0NKC4AjGw,Grey Daze,Amends,B12,48,213680,0.475,11,0.00738,0.07,154.99,grunge
1XmdB9Kha5e5H4PfTSmewn,Sleeping At Last,Atlas: Touch,Atlas: Touch,50,253892,0.398,0,0.958,0.0893,81.76,ambient
5Ie5RZQsRAFaBy1EIBnc5e,VyOk,Existential,Hell On Earth,54,152400,0.623,8,0.488,0.103,99.884,sad
4v16scAVhylOWvkkcmd4DX,Izabella Yurieva,Счастье мое,"Саша, ты помнишь наши встречи?",1,188637,0.597,11,0.988,0.194,103.193,romance
5ij7PgYsUYHMXMFDWcZqww,Pense,"Realidade, Vida e Fé",Eu Não Posso Mais,36,169058,0.495,8,0.00037,0.307,170.007,hardcore
7uhINGViZPygI2AljxO8KN,Prateek Kuhad,cold/mess,cold/mess,61,281218,0.509,11,0.309,0.158,146.031,songwriter
3FuOBnk7Xsglp7AIsHQVaA,Reiki Armonía,Música Relajante para Reiki - Canciones de Fondo Spa para Tratamiento Ayurvedico,Paz Mental,21,290999,0.0672,9,0.97,0.093,76.042,world-music
37OMW5ejboAKFeqPJunU4h,Ulterior Motive;Judda,GDNCE006: EP,The Ripper,17,332122,0.756,5,0.00414,0.0825,172.071,drum-and-bass
0NTTfLoedCixGKsVjN2mRx,Anal Cunt,Fuckin' A,Loudest Stereo,13,176413,0.227,4,0.000342,0.247,186.073,grindcore
6bl8PFDgYxbDZHk0LRQhhz,Jebroer;Paul Elstak;The BeatKrusher,Me Gabber (DJ Paul Elstak & The BeatKrusher Remix),Me Gabber - DJ Paul Elstak & The BeatKrusher Remix,22,205351,0.553,7,0.0251,0.171,160.044,hardstyle
6aPMWbbdhDhiJHlknZb9Yx,Arijit Singh;Sachet-Parampara,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]",59,370444,0.265,9,0.491,0.243,172.121,pop-film
1phGE4kjvUS3lOnIqGP2C4,Belchior,Belchior ou era uma vez um homem e seu tempo,Comentário a respeito de John,41,306021,0.462,7,0.248,0.0697,145.271,samba
29UDfVhu1Myy5GzRuPNEWH,Andri Hart,Inch Of You,Inch Of You,23,165312,0.576,2,0.935,0.111,109.827,guitar
0bhhXULPNfCsVhZp35HrC3,Daddy Yankee,El perreo es el futuro,Dura,0,200480,0.783,1,0.174,0.412,95.002,latino
2FyWvKLqK8jpysuxQ228so,Yuvan Shankar Raja;Tippu;Sujatha,Vel (Original Motion Picture Soundtrack),Kovakkara Kiliye,51,252346,0.808,0,0.262,0.228,116.965,k-pop
7nRRTaHqiagZHYOHDOlZlF,Jasmine Cephas-Jones;Le'Asha,Blue Bird,Gone Girl,23,202040,0.673,7,0.0054,0.0751,130.033,show-tunes
2Rp53mn2EGNjKt8liJ0zGM,The Replacements,Pleased to Meet Me (Expanded),Red Red Wine - 2008 Remaster,21,182093,0.205,0,0.00082,0.127,168.641,power-pop
3S2S5Kqs95hRwVXSL4nBpO,KAROL G,Fiesta portatil,SEJODIOTO,1,181106,0.822,1,0.157,0.0748,175.93,reggaeton
427VV6oe3I7lKyGlkZPWuf,Forrozão Sela Rasgada;Zezinho Aboiador,A Rainha das Vaquejadas,Feitiço Matador,41,219226,0.861,0,0.492,0.0426,107.98,forro
2NQ2VeLMFkiPaUzEjU0U4J,Rotterdam Termination Source,History Of Rotterdam Hardcore Part 1.,Poing-Jump A Little Higher,16,261735,0.751,11,0.00101,0.357,154.857,happy
4OSg2NjzYpjIaMHkQWNu2n,LucasPianoRoom,"Anime Piano, Vol. 2","Mother Sea (From ""One Piece"")",43,95424,0.337,7,0.984,0.0882,74.165,piano
7Jdg9ClPZOi6sSMiFNuAIG,Octave One,Reworks,Believer [featuring Ann Saunderson] - The Edit,7,212973,0.669,0,0.000245,0.135,123.008,detroit-techno
6kvvMuXpc0njRRmx8C27N8,Static-X,Post-Millennial Noise,Cold,0,220400,0.457,0,0.000455,0.319,150.039,industrial
67TQGw4cZzFD33j4KJcOdQ,Cassiane,Para Sempre,Vou Seguir,43,282633,0.509,8,0.542,0.127,140.071,gospel
5SDcksP8En1l6RtTY1wzHc,Hillsong UNITED;TAYA,Zion,Oceans (Where Feet May Fail),71,536000,0.264,2,0.501,0.11,124.328,alt-rock
25JWyDp4DkZpRzChZKHiPw,ELLEGARDEN,ジターバグ,Cakes And Ale And Everlasting Laugh,36,184173,0.382,2,0.000486,0.0481,154.96,j-rock
0dUOr3rkkH19T12jRCxjUh,PianoDeuss,Hokage Funeral (Naruto Original Soundtrack),Hokage Funeral (Naruto Original Soundtrack),40,150674,0.306,9,0.965,0.124,65.195,anime
2K08WKliY0Bj44u7GW7JFz,Tequila Baby,Punk Rock Até Os Ossos,Planos Perfeitos,34,201906,0.357,9,0.000216,0.0469,178.14,punk-rock
5IVqIRad9HF0f41fjpZBKa,Jhayco;Wisin & Yandel,Última Misión Reggaeton,Imaginaste - Remix,0,246653,0.855,1,0.0426,0.337,89.977,latino
6Skh3CBum0pZw9TOr7FQnX,Gryffin;Audrey Mika,Safe With Me (with Audrey Mika),Safe With Me (with Audrey Mika),65,205164,0.497,11,0.0449,0.119,169.902,edm
3nxRHGSdTr6lwc2QCrRAEv,Sampa Crew,Sampa Crew,Eterno Amor,43,260533,0.696,5,0.435,0.667,142.0,funk
44BsTP3MwFY22X1YijTcHM,Suellen Brum,O Processo,O Processo,47,290816,0.642,2,0.362,0.379,125.999,gospel
0HyUg9qRtBLzzbo0ZqfUu4,Bhuvan Bam,Heer Ranjha,Heer Ranjha,56,261804,0.539,2,0.842,0.0774,97.066,indie
68kyeHa4UBlqTkwoy9tBHV,Raghav Meattle;Hanita Bhambri;Ashish Zachariah,Woh Saat Din,Woh Saat Din,41,222400,0.63,0,0.87,0.113,149.985,songwriter
2bcXqcKUWe1cjU5yzs6yu6,Dustin O'Halloran;Bryan Senti,Classical Christmas,What Gently Flutters,0,128048,0.302,2,0.972,0.098,94.275,ambient
55VAvrl36mlkkeKI7TRrAQ,CPM 22,Ao Vivo no Rock In Rio,Atordoado - Ao Vivo,33,152905,0.292,8,8.7e-05,0.833,139.048,emo
6rGkeKNrpmTOHNsgiKU429,Tyler Childers,Bottles and Bibles,The Harvest,44,184520,0.588,7,0.936,0.115,73.303,country
5TwBvXxvk92NwPeARNVOHk,The Atomic Bitchwax,Gravitron,War Claw,28,172686,0.209,1,9.76e-06,0.0617,116.458,psych-rock
3UFZkGoRoqZD2gp0ayZlM7,Canção & Louvor,Profetizando Vida,Dependente,43,270791,0.647,2,0.586,0.19,135.824,gospel
3JWgfzVIsVg6WUeJjYNvl1,Dr. Blesson Memana,For the Church,Ente Pranapriyane,20,360423,0.486,7,0.161,0.359,109.994,malay
6fUyCEJju5st7aDoN1nDN0,Miles Away;braev,Heartless,Heartless,41,234324,0.467,6,0.182,0.0945,148.049,dub
02gH8djuf4t1V0aCaPBfNM,Em Beihold,Frühstücksmusik Herbst/Winter 2022/2023,Numb Little Bug,0,169237,0.742,8,0.327,0.25,84.974,singer-songwriter
4aYMKMpoKrFBgo3TTIYT2Z,Payung Teduh;Orkes Panawijen,Diam,Diam,44,247000,0.73,0,0.657,0.297,89.98,songwriter
4ca6LN5b17Qjo2GinxmA5v,Ado,TOKYO - HALLOWEEN -,Tot Musica,0,195226,0.669,5,0.073,0.123,129.974,j-pop
6MxGvnJWqdGS0chQypGXhB,J Balvin;Ryan Castro,Feliz Cumpleaños con Perreo,Nivel De Perreo,2,151573,0.802,1,0.0217,0.0692,91.983,reggaeton
4v16scAVhylOWvkkcmd4DX,Izabella Yurieva,Счастье мое,"Саша, ты помнишь наши встречи?",1,188637,0.597,11,0.988,0.194,103.193,romance
6EjzTRw8uNBfvNC1pY6VKZ,Jim Brickman,By Heart,If You Believe,22,183200,0.357,0,0.945,0.25,145.498,new-age
3wWYsyw0dpPXYe6I2lAWea,Nosferatu,Demonic Playgrounds,Comforting Evil,27,196752,0.619,7,0.137,0.314,97.537,techno
7hLN7Qpj9t8e0LLVkFnNme,Tiwa Savage,Africa Rising Vol.3,Owo Mi Da,0,172142,0.637,6,0.0792,0.138,119.027,dancehall
36seMHoyXmLUNxcwzwjdF7,Christian Leave,Hope,Please Notice,74,116666,0.55,2,0.843,0.107,111.344,indie-pop
7mimSbktNZYU0RBEjEUpPn,Peter Cat Recording Co.,Bismillah,Remain in Me,37,293680,0.418,5,0.0498,0.169,179.612,electronic
7u07yRytEo8j5ua4YyefG0,Chorus - Beauty And the Beast,Walt Disney Records The Legacy Collection: Beauty and the Beast,Transformation - Remastered 2018,17,253400,0.211,0,0.827,0.0968,106.762,disney
0HWFz9sKXuXlIZgVUvOKPU,Daniel Deluxe,Exile,Territory,41,202494,0.619,6,0.01,0.535,80.886,club
5ViwP0aRcES1craxI3angv,Cœur De Pirate,Le Pop 6,Pour un infidéle,33,151026,0.756,7,0.0183,0.141,135.015,french
1IyHPt3b6BrhdMwNyk0VM0,Filter,Short Bus,"Hey Man, Nice Shot - Remastered Version",66,314440,0.48,2,0.00213,0.319,177.018,grunge
2mBTuHj5xrXHF3BeXD9ebN,Daddy Yankee,Queda poco para la PAES 2.0,Sígueme Y Te Sigo,0,209786,0.736,1,0.0682,0.756,100.024,latino
61fTqDgu4pzJc3xVJ174qn,Eir Aoi;Fairlane,IGNITE (Fairlane Remix) - SACRA BEATS Singles,IGNITE (Fairlane Remix) - SACRA BEATS Singles,44,220701,0.522,0,0.00614,0.369,170.992,anime
1X4JzOvZWa5IwK8C0y6mJU,DJ Quest;Odissi,Wormhole EP,Wormhole - Original Mix,14,434912,0.638,4,0.00115,0.328,138.002,breakbeat
1eG6ogBMDCT36ciEocKV8V,Lucille Croft,Seduce / Destroy,Seduce / Destroy,52,182857,0.625,8,0.000478,0.163,105.005,club
1g3CdJPxXVYk2r9VTUgMNX,Marvin Gaye,(60's) Sixties Collected Volume 2,I Heard It Through The Grapevine - Single Version,0,192266,0.722,3,0.199,0.0739,118.455,soul
7rcUQ1MCltCzWQHZCQhiym,GhostDragon;Kwesi,could've been us,Something Out Of Nothing,29,212000,0.541,7,0.00377,0.577,120.027,dubstep
36xYoOtShnAMxoMfdblRIZ,Phil Wickham;Anne Wilson,Behold,Behold,40,264160,0.44,11,0.214,0.0657,146.97,world-music
0vyNn6RZ6U4BXpUkKfJ5T6,Underground Resistance,Intersteller Fugitives,Aquatacizem,11,213960,0.775,10,0.12,0.105,135.276,detroit-techno
2DRIlKYPYCa1SQTG14k3h5,One True God,Everytime,Everytime,48,151200,0.699,10,0.0222,0.0667,99.994,club
63Nv0kF5Pcw887NqMAzT44,The Breakfastaz,FABRICLIVE 19: The Freestylers (DJ Mix),Midnight - Mixed,10,292173,0.573,1,0.000146,0.146,137.998,breakbeat
1ZJ8pODFM2y5DeSthUTBrC,Bethel Music;Brian Johnson,Simple,I Still Believe,54,305768,0.414,9,0.776,0.0886,148.402,world-music
0WXWiXfd4V6MCkBkrUV0NK,Akira Kosemura,Evening Light,Evening Light,53,141315,0.393,8,0.982,0.109,123.787,piano
2jRNrnZDkyv08HNkygEj2W,Tribal Rain,Roka Yo Samay,Laijaw Malai,47,216999,0.759,4,0.936,0.108,130.011,indie-pop
24UoSYXT9v3JyxJvxuKU5j,Vaboh,Mistakes Before I’m Gone,Mistakes Before I’m Gone,46,132413,0.748,5,0.14,0.134,144.995,emo
3heqSl8sjhlD51ejP8Ul9g,Del McCoury,Del McCoury,Loggin' Man,21,121213,0.432,9,0.597,0.326,166.214,bluegrass
1pOIpxfrQ8AszXZdKR3aH3,N.W.A.,Straight Outta Compton,Gangsta Gangsta,64,336917,0.894,6,0.0279,0.329,98.104,hardcore
6o0hAjoZw1t2tWYlNa6SFd,Nil Sagar;Archana Padhi,Gelehi,Gelehi,35,280295,0.401,11,0.136,0.088,79.133,samba
3bii9c40VDelxLZqD8bA5v,Sly Withers,Radio,Radio,37,174480,0.434,11,5.34e-05,0.204,157.956,garage
10UgAzUUjZ8JQNsaws0LdY,SUPER☆GiRLS,超絶★学園 〜ときめきHighレンジ!!!〜,ときめきHighレンジ!!!,18,229853,0.53,6,0.0092,0.0965,165.037,j-idol
5h1L6nOR9QYXeeNW14aeus,Prateek Kuhad,Pause,Pause,51,171149,0.619,11,0.892,0.116,111.576,indie
2gLJXznQp4kGsVz8BptfHS,King Crimson,Red (Expanded & Remastered Original Album Mix),Starless,49,744568,0.27,7,0.107,0.142,114.915,psych-rock
2dRASJxcSCsaT9WiOC4tnu,Jamie Cullum,World's Best Christmas Playlist,Show Me The Magic,0,150412,0.569,5,0.238,0.29,123.573,jazz
7ss73yV5efYHgm9bAQ98JM,Mudvayne,Mudvayne,Scream With Me,61,172586,0.262,8,0.00216,0.0858,179.985,industrial
6fZz4NWsdNi3U3PAMXaUKk,Beenie Man,Tropical Storm,Miss L.A.P.,19,244000,0.494,1,0.047,0.319,153.873,j-dance
0brUwLxgvZUEyddRDfcb2Z,Pritam;Arijit Singh;Antara Mitra,Arijit Singh - Ultimate Love Songs,"Janam Janam (From ""Dilwale"")",49,237896,0.301,11,0.601,0.0757,132.049,indian
2xGkuANyhyQQZ4yRIFDSum,The Dillards,Back Porch Bluegrass,Somebody Touched Me,23,145400,0.404,11,0.392,0.333,154.161,bluegrass
6okuhsKrNfoxY4FdJpClgy,Cory Asbury,To Love a Fool,Sparrows,58,197046,0.58,8,0.0428,0.101,139.896,world-music
4sT5NZD0cHvpB3fcDkrGpD,Bullseye Release,belief tree,belief tree,36,180000,0.757,0,0.576,0.244,80.009,study
0tSbBmOAukoqCsFfYYAI2A,吳青峰;Stefanie Sun,(......醉鬼阿Q),(......醉鬼阿Q)(feat. 孫燕姿),43,216399,0.586,7,0.0254,0.138,120.067,mandopop
26eJzy20n14GM4MB4p5lpL,andhim;MK,Boy Boy Boy,Boy Boy Boy - MK Remix,19,369904,0.667,2,0.000136,0.342,119.995,minimal-techno
523mySInfP25YPrBhjQsK5,Single,Pío Pío,Algo Raro,27,192600,0.584,5,0.647,0.0807,111.968,spanish
3jX7WFixnEvO2EMYcbE5ut,Gustav Holst;North Texas Wind Symphony;Eugene Migliaro Corporon,Composer's Collection: Gustav Holst,"Second Suite in F Major, Op. 28 No. 2, H. 106: II. Song Without Words ""I'll Love My Love""",29,151586,0.171,0,0.993,0.0832,62.911,british
6qBDVS0uz4TmxwajzgQk2f,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),Poznajcie naszą rodzinę,25,128345,0.814,0,0.454,0.0795,96.469,disney
5h5NznbR6QVDFMXRN0fH3A,Brando;Kiesza,Out Of My League (with Kiesza),Out Of My League (with Kiesza),62,151547,0.83,7,0.00499,0.146,118.027,deep-house
1cXRIBsLi3bdf68PYku6mo,Jill Vidal,缺氧,缺氧,19,211029,0.707,1,0.355,0.062,139.966,cantopop
0H4v7LA7Yvw6uRe4BbeOsp,Håkan Hellström,Illusioner,Sjung högre,35,263839,0.225,5,0.871,0.177,79.704,goth
2PzNFF5P9ezfuGpuyHPdyV,Swans,To Be Kind,Screen Shot,41,484532,0.44,2,0.139,0.697,142.665,industrial
0nrRP2bk19rLc0orkWPQk2,Avicii,True,Wake Me Up,85,247426,0.532,2,0.0038,0.161,124.08,dance
0dfrMrzMP9RBnw7G5qLpLJ,3030,Sunset 1,Obrigado Vida - Acústico,46,197000,0.745,10,0.723,0.101,84.995,brazil
546L7tWoELBj3tv7DlM5ns,Nikolay Kopylov,Golden Hits Of The Ancient Russian Romance Vol. 1,"Coachman, Don't Ride Horses Hard",0,194440,0.359,2,0.955,0.117,140.713,romance
7EgeaOlqFU4r00QeCv7fOR,Gestört aber GeiL;Anna Grey,Frühstücksmusik Herbst/Winter 2022/2023,Thank You,0,197866,0.833,9,0.255,0.157,122.015,german
26Dme5GkC1yX4P2QU9V6Sk,Sergei Rachmaninoff;Talistrio,"Casella, Rachmaninoff & Yamada: Chamber Works","Trio élégiaque No. 2 in D Minor, Op. 9: I. Moderato - Allegro vivace",0,1371693,0.175,2,0.955,0.0783,78.113,classical
2BIzYGq1Pyv5SLWEQbgNM4,Neophyte;Drokz,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Dit Is Mijn Leven,0,169200,0.543,7,0.0865,0.368,99.99,hardcore
1SOVqO9yC3UkHwFUpaPUyA,Allo Darlin',Capricornia,When You Were Mine,7,185866,0.516,9,0.0707,0.258,92.863,club
52VgFTD7QmOmAPJZfxnPVK,O Rappa,Rappa-Mundi,Eu quero ver gol - Acústico,43,224453,0.718,0,0.0132,0.0796,148.429,r-n-b
2AEnt9lLKW8BU2OPSvTCyg,Andy Hui,甲乙丙丁,上弦月,18,225266,0.68,5,0.816,0.082,111.219,cantopop
3vFP6bzYmxT2DBP9IyZr38,Raghu Dixit,Janatha Garage,Rock On Bro,41,247775,0.608,9,0.0629,0.0986,164.055,indian
7cTOHp4e3lQjt6UlHRjwPM,Slank,Lagi Sedih,Nggak Perlu,37,242520,0.397,4,0.0138,0.114,142.851,blues
0Gbp9aWNohZ4Kwdi75ntzT,John De Sohn;Rasmus Hagen,Made For You,Love You Better,65,170893,0.733,11,0.0934,0.101,102.987,swedish
4b7EP2BqMTcT0gVUOGXP54,Anatoliy Aleksandrovich,Velikie ispolniteli Rossii XX veka: Luchshie romansy,Na zare ty ejo ne budi,0,180629,0.375,11,0.989,0.267,92.948,romance
0yRvriGKbxXnFSMlULVczB,Turma do Pagode;Tiee,Turma no Quintal (Ao Vivo),Paixão Verdadeira / Nem Pensar / Será que é Amor (Ao Vivo) (feat. Tiee),47,345085,0.566,9,0.731,0.947,87.796,pagode
2q2atJsGhvwWiMeeDAyztu,Kevin Roldan;Bryant Myers;Lyanno,Perreo Tenebroso Vol. 5,Hasta Abajo,0,229826,0.714,5,0.292,0.325,169.727,latin
183eww9uTE7m2gI5gWMWxT,Marin Mazzie;Peter Friedman;Steven Sutcliffe;Vanessa Townsell-Crisp;Brian Stokes Mitchell;Judy Kaye;Ragtime Ensemble,Ragtime: The Musical (Original Broadway Cast Recording),Till We Reach That Day,23,251133,0.228,8,0.954,0.0885,80.776,show-tunes
5kVZxyMY1gfdCLiChsfjn1,Bad Bunny,Un Verano Sin Ti,Yo No Soy Celoso,85,230704,0.872,0,0.275,0.17,142.004,reggaeton
7vk7u7kaqw5A6BtkfoxQf3,Yiruma,The Best - Reminiscent 10th Anniversary,Do You?,46,292906,0.435,7,0.992,0.101,107.449,new-age
0rIILfeK7DEyWgCqUtvH0z,Reivaj Ebol,The Farewell,The Farewell,57,168000,0.41,0,0.993,0.0793,86.998,piano
3QlusKT6cJtiVNQakKTYAw,Priscilla Chan,歸來吧,飄雪,49,236960,0.609,0,0.77,0.151,72.019,cantopop
2k220fBOc7e12Xz1FlApY3,Anal Cunt,Anal Cunt Old Stuff Part 3,The Guy Who Shot His Kid Up With Aids Is Awesom,13,59266,0.355,10,0.00047,0.119,126.648,grindcore
1kB6Dtnlt0NOLoi8C4kyVq,Napalm Death,Enemy of the Music Business + Leaders Not Followers,Volume of Neglect,14,200493,0.212,2,9.46e-06,0.262,112.537,grindcore
1Cls464Epr7JDUxwyEbQEg,Sonia Rivas,Sonia Rivas,Amor No Te Guardo Rencor,28,172706,0.701,5,0.367,0.235,119.938,rock-n-roll
6J4lSsvQqL7qvrdZvZ9mz0,HOTEI,King & Queen,ラストシーン,34,328426,0.553,11,0.37,0.0354,203.462,j-rock
65dvxc4Kctq3JIJ2BkKKMj,Naresh Iyer;Shreya Ghoshal,Sillunu Oru Kadhal (Original Motion Picture Soundtrack ),Munbe Vaa,68,357006,0.602,1,0.25,0.209,141.108,pop-film
7pHUAAEiXQMaZOng72W6K0,Akanksha Bhandari,Pehli Baarish,Pehli Baarish,59,157826,0.584,2,0.842,0.18,91.974,indie
48VmqhpWDMtEMjW6gODBku,Trampled by Turtles,Palomino,New Son/Burnt Iron,25,263773,0.381,2,0.634,0.116,102.535,bluegrass
2yMcIvftBKSxwDm1XNeA16,Autechre,Quaristice,fwzE,11,158693,0.453,7,0.0263,0.368,76.246,idm
27cHwY7UTuadZD5XfoxxpI,Shaman's Harvest,Smokin' Hearts & Broken Guns (Deluxe Edition),Ten Million Voices,52,238226,0.498,0,0.00815,0.127,112.628,grunge
4Tpne06GcOdTNpWx9EHMcm,Peppa Pig,Feeling Calm,Feeling Calm,34,229467,0.607,3,0.905,0.109,88.994,children
4NhdeAhleoj6ATVmboNtVm,Sam Smith,JULPYNTA,Have Yourself A Merry Little Christmas,0,170964,0.438,5,0.957,0.316,75.25,pop
00Y9r5SfbDdEjJhNg7laQr,Harold Faltermeyer;Steve Stevens,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),"Top Gun Anthem - From ""Top Gun"" Original Soundtrack",62,252200,0.423,0,0.00799,0.31,107.011,german
2ggLxejiY4aIzf7FmZDTTj,Los Poetas De La Guitarra,Music Without Words - Guitarra Vol. 2,Cielo Rojo / Cruz De Olvido,22,170225,0.511,2,0.609,0.0982,196.045,guitar
2sZMAPtp2A8KTz46crglF7,Bryan Adams,World's Best Christmas Playlist,Christmas Time,0,243057,0.503,0,0.472,0.103,77.321,singer-songwriter
6BcMcVax12vNuOqnPOayZ1,Enrique Iglesias;Sean Paul;Descemer Bueno;Gente De Zona,S** AND LOVE,Bailando - English Version,49,243240,0.719,7,0.0793,0.0551,90.951,latin
1pnXMEGyw85jtg9fFZf4GP,Ado,UTA'S SONGS ONE PIECE FILM RED,Fleeting Lullaby,64,173373,0.524,6,0.179,0.17,89.015,j-pop
46Yp4JsZIh8ceg5WBqW1ZB,La Fuga,Negociando gasolina,Buscando en la basura,57,208839,0.557,2,0.00531,0.115,95.025,spanish
09IG8bQXzDrYbRbYvizze1,Megan Thee Stallion;Future,Pushin P - Top Rap,Pressurelicious,2,173061,0.845,11,0.0112,0.107,146.972,dance
